site,plot,date,observer,start_time,transectID,position,herb,wood,litter,bare,rocky,canopy,automatic_sum,notes,year,season,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,0,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,3,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,6,3,0,11.5,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,9,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,12,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,15,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,18,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,21,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,24,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,27,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,30,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,33,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,36,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,39,12,0,3,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,42,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:13,QL2,45,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:46,QL2,48,6.5,0,9,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,0,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,3,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,6,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,9,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,12,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,15,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,18,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,21,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,24,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,27,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,30,7,0,8,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,33,9,0,5,2,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,36,10,0,5,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,39,9,0,6,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,42,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,45,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,9:33,QL1,48,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,0,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,3,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,6,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,9,13,0,3,0,0,12,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,12,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,15,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,18,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,21,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,24,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,27,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,30,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,33,10,0,6,0,0,0.5,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,36,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,39,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,42,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,45,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,ER,10:54,CENTER,48,8.5,0,7.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,0,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,3,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,6,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,9,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,15,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,18,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,21,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,24,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,27,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,30,5,0,10.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,33,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,36,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,39,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,42,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,45,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Dove ,6/14/2023,RK,1:08,QL2,48,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,0,2.5,0,12,1,0.5,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,3,3,0,12,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,6,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,9,11.5,0,3.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,12,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,15,4,0,11,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,18,10,0,3,3,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,21,2,0,10,4,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,24,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,27,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,30,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,33,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,36,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,39,11.5,0,3.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,42,12,0,3,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:25,QL1,45,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,13:49,QL1,48,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,0,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,3,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,6,2.5,0,13,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,9,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,12,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,15,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,18,1.5,0,12.5,2,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,21,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,24,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,27,10.5,0,5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,30,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,33,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,36,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,39,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,42,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,45,3.5,0,11,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:07,CENTER,48,12,0,3,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,0,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,3,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,6,3,1,3,9,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,9,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,12,5,0,10,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,15,3.5,0,8.5,4,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,18,5.5,0,9.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,21,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,24,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,27,2.5,0,8,5.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,30,3,0,12.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,33,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,36,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,39,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,42,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,14:58,QL2,45,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Gate,6/14/2023,EAL,15:23,QL2,48,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,0,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,3,15.5,0,0.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,6,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,9,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,12,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,15,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,18,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,21,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,24,10,0,6,0,0,0,16,herb changed from 12 to 10,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,27,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,30,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,33,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,36,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,39,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,42,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,11:32,QL1,45,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:00,QL1,48,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,0,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,3,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,6,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,9,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,12,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,15,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,18,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,21,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,24,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,27,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,30,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,33,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,36,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,39,11,0,5,0,0,1,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,42,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,12:18,CENTER,45,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:30,CENTER,48,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,0,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,3,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,6,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,9,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,12,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,15,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,18,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,21,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,24,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,27,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,30,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,33,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,36,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,39,10.5,0,5.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,42,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,13:39,QL2,45,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Bennett Hill,6/25/2023,EAL,14:10,QL2,48,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,0,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,3,6,0,10,0,0,2,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,6,4,3,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,9,10.5,0,5.5,0,0,1.5,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,12,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,15,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,18,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,21,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,24,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,27,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,30,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,33,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,36,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,39,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,42,14.5,0,1.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,8:29,QL1,45,11,0,5,0,0,4,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:17,QL1,48,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,0,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,3,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,6,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,9,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,12,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,15,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,18,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,21,12,0,4,0,0,0,0,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,24,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,27,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,30,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,33,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,36,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,39,12,0,4,0,0,3,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,42,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:19,CENTER,45,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:54,CENTER,48,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,0,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,3,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,6,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,9,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,12,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,15,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,18,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,21,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,24,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
