site,plot,date,observer,start_time,activity,participants,temp_F,wind_km_h,Clouds_pct,humidity_pct,notes,year,season,
Whitney,50 Acres,6/13/2019,S. Wilhelm,7:39,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",24.7,2,15%,67.40%,,2019,summer,
Whitney,Main,6/13/2019,S. Wilhelm,8:28,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",24.8,3.1,15%,75.20%,,2019,summer,
Whitney,Main,6/13/2019,S. Wilhelm,9:01,AM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",26.8,1.5,20%,72.10%,,2019,summer,
Whitney,50 Acres,6/13/2019,S. Wilhelm,10:12,AM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",30.4,0,40%,59.90%,,2019,summer,
Whitney,50 Acres,6/13/2019,S. Wilhelm,11:00,Milkweed transects,"S. Wilhelm, E. Lopez",,,,,,2019,summer,
Whitney,Main,6/13/2019,S. Wilhelm,11:00,Milkweed transects,"E. Lichtenberg, H. Niland",,,,,,2019,summer,
Whitney,Main,6/13/2019,K. Simpson,11:21,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Whitney,Main,6/13/2019,S. Wilhelm,11:54,Milkweed transects,"E. Lichenberg, H. Niland",,,,,,2019,summer,
Whitney,Main,6/13/2019,S. Wilhelm,13:03,PM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",30.8,0.6,10%,48.40%,,2019,summer,
Whitney,50 Acres,6/13/2019,S. Wilhelm,14:15,PM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",32,4.3,10%,44.80%,,2019,summer,
Whitney,50 Acres,6/13/2019,S. Wilhelm,15:15,Bee bowls up,"E. Lichenberg, H. Niland",33.2,3.5,5%,43.50%,,2019,summer,
Whitney,Main,6/13/2019,S. Wilhelm,15:48,Bee bowls up,"E. Lopez, S. Wilhelm",33.9,0.7,0%,42.30%,,2019,summer,
Whitney,Flood,6/14/2019,S. Wilhelm,7:11,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",21.2,0,55%,82.20%,,2019,summer,
Whitney,Woods,6/14/2019,S. Wilhelm,7:52,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",23,0,70%,77.50%,,2019,summer,
Whitney,Woods,6/14/2019,S. Wilhelm,8:09,Milkweed transects,"S. Wilhelm, H. Niland",,,,,,2019,summer,
Whitney,50 Acres,6/14/2019,K. Simpson,8:13,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Whitney,Woods,6/14/2019,S. Wilhelm,9:03,AM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",27.3,3.1,35%,69.50%,,2019,summer,
Whitney,Flood,6/14/2019,S. Wilhelm,10:21,AM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",29.4,2.3,45%,64.80%,,2019,summer,
Whitney,Flood,6/14/2019,K. Simpson,11:01,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Whitney,Flood,6/14/2019,S. Wilhelm,11:11,Milkweed transects,"S. Wilhelm, H. Niland",,,,,,2019,summer,
Whitney,Woods,6/14/2019,S. Wilhelm,13:04,PM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",33.3,1.6,35%,59.90%,,2019,summer,
Whitney,Flood,6/14/2019,S. Wilhelm,14:24,PM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",33.9,1.5,40%,54.80%,,2019,summer,
Whitney,Flood,6/14/2019,S. Wilhelm,15:02,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",34.4,4.4,45%,56.10%,,2019,summer,
Whitney,Woods,6/14/2019,S. Wilhelm,15:23,Bee bowls up,"E. Lopez, S. Wilhelm",34.8,4.6,70%,54.10%,,2019,summer,
Waco,Area 48,6/11/2019,K. Simpson,6:52,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Waco,Area 52,6/11/2019,S. Wilhelm,7:11,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",22.6,1.3,100%,71.80%,,2019,summer,
Waco,Area 12,6/11/2019,S. Wilhelm,7:48,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",22.9,1.5,95%,61.50%,,2019,summer,
Waco,Area 12,6/11/2019,S. Wilhelm,8:15,Milkweed transects,"E. Lopez, S. Wilhelm, H. Niland",,,,,,2019,summer,
Waco,Area 52,6/11/2019,S. Wilhelm,8:22,Milkweed transects,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",,,,,,2019,summer,
Waco,Area 12,6/11/2019,S. Wilhelm,9:00,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",24.5,0.4,90%,63.20%,,2019,summer,
Waco,Area 111,6/11/2019,K. Simpson,9:21,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Waco,Area 52,6/11/2019,S. Wilhelm,10:20,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",29.2,1.8,60%,53.10%,,2019,summer,
Waco,Area 52,6/11/2019,K. Simpson,11:12,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Waco,Area 12,6/11/2019,S. Wilhelm,12:57,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",31.4,1.6,80%,43.80%,,2019,summer,
Waco,Area 52,6/11/2019,S. Wilhelm,14:03,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",32.8,0.3,75%,45.50%,,2019,summer,
Waco,Area 52,6/11/2019,S. Wilhelm,14:35,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",33.1,0.7,100%,45.10%,,2019,summer,
Waco,Area 12,6/11/2019,S. Wilhelm,15:00,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",31.6,1.2,100%,46.60%,,2019,summer,
Waco,Area 111,6/12/2019,S. Wilhelm,7:04,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",19.5,2.1,80%,68.70%,,2019,summer,
Waco,Area 48,6/12/2019,S. Wilhelm,7:52,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",22.7,0,70%,79.90%,,2019,summer,
Waco,Area 48,6/12/2019,S. Wilhelm,9:17,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",27.1,1.3,65%,75.30%,,2019,summer,
Waco,Area 111,6/12/2019,S. Wilhelm,10:47,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",29.5,0,45%,74.70%,,2019,summer,
Waco,Area 12,6/12/2019,K. Simpson,11:24,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Waco,Area 111,6/12/2019,S. Wilhelm,11:35,Milkweed transects,"E. Lopez, S. Wilhelm",,,,,,2019,summer,
Waco,Area 48,6/12/2019,S. Wilhelm,13:03,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",33.2,1,40%,51.70%,,2019,summer,
Waco,Area 111,6/12/2019,S. Wilhelm,14:22,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",36.5,1.4,50%,57.50%,,2019,summer,
Waco,Area 111,6/12/2019,S. Wilhelm,14:53,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",36.8,1.8,40%,49.10%,,2019,summer,
Waco,Area 48,6/12/2019,S. Wilhelm,15:20,Bee bowls up,"H. Niland, S. Wilhelm",,,,,,2019,summer,
Waco,Area 48,6/12/2019,S. Wilhelm,15:30,Milkweed transects,"H. Niland, S. Wilhelm",,,,,,2019,summer,
Crow,Hill,6/18/2019,K. Simpson,8:30,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Crow,Cactus,6/18/2019,S. Wilhelm,10:33,Bee bowls down,"E. Lichtenberg, H. Niland",24.9,1.9,65%,73.00%,,2019,summer,
Crow,Cattle,6/18/2019,S. Wilhelm,11:03,Bee bowls down,"E. Lopez, H. Niland, S. Wilhelm",27.4,1.7,50%,69.40%,,2019,summer,
Crow,Gas,6/18/2019,K. Simpson,11:28,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Crow,Cattle,6/18/2019,S. Wilhelm,11:30,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",29.1,1.8,45%,66.70%,,2019,summer,
Crow,Cactus,6/18/2019,S. Wilhelm,12:23,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",33.1,4.2,15%,58.40%,,2019,summer,
Crow,Cattle,6/18/2019,S. Wilhelm,14:10,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",34.8,4.5,5%,48.10%,,2019,summer,
Crow,Cactus,6/18/2019,S. Wilhelm,15:15,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",34.3,5.6,10%,47.60%,,2019,summer,
Crow,Cactus,6/18/2019,S. Wilhelm,17:26,Bee bowls up,"H. Niland, E. Lopez",26.8,2.2,10%,66.90%,,2019,summer,
Crow,Cattle,6/18/2019,S. Wilhelm,17:52,Bee bowls up,"H. Niland, E. Lopez",23.6,1.3,15%,51.80%,,2019,summer,
Crow,Hill,6/19/2019,S. Wilhelm,7:31,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",23.1,0.5,10%,73.70%,,2019,summer,
Crow,Cactus,6/19/2019,K. Simpson,7:43,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Crow,Gas,6/19/2019,S. Wilhelm,8:20,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",27.3,0,45%,72.70%,,2019,summer,
Crow,Gas,6/19/2019,S. Wilhelm,8:37,Milkweed transects,"S. Wilhelm, H. Niland",,,,,,2019,summer,
Crow,Cactus,6/19/2019,W. Behr,9:00,Milkweed transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Crow,Gas,6/19/2019,S. Wilhelm,9:16,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",27.9,1.6,35%,74.10%,,2019,summer,
Crow,Cattle,6/19/2019,K. Simpson,9:59,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Crow,Cattle,6/19/2019,W. Behr,10:44,Milkweed transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Crow,Hill,6/19/2019,S. Wilhelm,10:48,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",30.1,1.8,60%,79.20%,,2019,summer,
Crow,Hill,6/19/2019,S. Wilhelm,11:31,Milkweed transects,"S. Wilhelm, E. Lopez",,,,,,2019,summer,
Crow,Gas,6/19/2019,S. Wilhelm,12:56,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",35.4,6.7,60%,59.40%,,2019,summer,
Crow,Hill,6/19/2019,S. Wilhelm,14:20,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",36.8,2.4,75%,53.20%,,2019,summer,
Crow,Hill,6/19/2019,S. Wilhelm,14:52,Bee bowls up,"S. Wilhelm, H. Niland",37.4,1.5,65%,50.10%,,2019,summer,
Crow,Gas,6/19/2019,S. Wilhelm,15:35,Bee bowls up,"S. Wilhelm, E. Lopez",35.4,0.5,65%,52.00%,,2019,summer,
Clay,Brushy,6/16/2019,K. Simpson,7:05,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Clay,Gate,6/16/2019,S. Wilhelm,7:24,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",21.5,4.2,80%,83.60%,,2019,summer,
Clay,Deer,6/16/2019,S. Wilhelm,7:53,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",23.3,3.6,80%,80.60%,,2019,summer,
Clay,Deer,6/16/2019,S. Wilhelm,8:15,Milkweed transects,"E. Lopez, H. Niland",,,,,,2019,summer,
Clay,Deer,6/16/2019,S. Wilhelm,9:04,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",23.9,2.8,100%,83.20%,,2019,summer,
Clay,Gate,6/16/2019,S. Wilhelm,10:03,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",26.2,4.8,95%,77.40%,,2019,summer,
Clay,Middle,6/16/2019,K. Simpson,10:18,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Clay,Gate,6/16/2019,S. Wilhelm,10:56,Milkweed transects,"E. Lichtenberg, H. Niland",,,,,,2019,summer,
Clay,Deer,6/16/2019,S. Wilhelm,12:57,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",33.8,8.5,90%,65.00%,,2019,summer,
Clay,Gate,6/16/2019,S. Wilhelm,13:55,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",23.5,5,100%,69.00%,Rain,2019,summer,
Clay,Deer,6/16/2019,S. Wilhelm,14:07,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",,,,,Rain,2019,summer,
Clay,Gate,6/17/2019,K. Simpson,6:47,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Clay,Brushy,6/17/2019,S. Wilhelm,7:21,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",20.8,1.3,100%,86.40%,,2019,summer,
Clay,Middle,6/17/2019,S. Wilhelm,7:52,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",22.1,0,75%,85.40%,,2019,summer,
Clay,Deer,6/17/2019,K. Simpson,8:00,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Clay,Middle,6/17/2019,S. Wilhelm,8:11,Milkweed transects,"H. Niland, E. Lopez",,,,,,2019,summer,
Clay,Middle,6/17/2019,S. Wilhelm,9:27,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",24.8,1.7,100%,82.00%,,2019,summer,
Clay,Brushy,6/17/2019,S. Wilhelm,10:30,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",29.8,2,100%,63.60%,,2019,summer,
Clay,Brushy,6/17/2019,S. Wilhelm,11:40,Milkweed transects,"H. Niland, S. Wilhelm",,,,,,2019,summer,
Clay,Middle,6/17/2019,S. Wilhelm,12:52,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",32.7,6.2,30%,52.30%,,2019,summer,
Clay,Brushy,6/17/2019,S. Wilhelm,13:58,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",34.1,1.5,50%,50.40%,,2019,summer,
Clay,Brushy,6/17/2019,S. Wilhelm,14:32,Bee bowls up,"E. Lopez,H. Niland",34.3,1.9,50%,50.10%,,2019,summer,
Clay,Middle,6/17/2019,S. Wilhelm,14:50,Bee bowls up,E. Lichtenberg,34.8,0.7,40%,52.40%,,2019,summer,
Clay,Deer,6/17/2019,S. Wilhelm,14:58,Bee bowls down,"S. Wilhelm, E. Lopez",35.1,1.4,40%,51.40%,,2019,summer,
Clay,Gate,6/17/2019,S. Wilhelm,15:20,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",36.7,2,25%,43.90%,,2019,summer,
Clay,Gate,6/17/2019,S. Wilhelm,15:30,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",37.2,1.6,25%,42.20%,,2019,summer,
Clay,Gate,6/17/2019,S. Wilhelm,16:02,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",36.4,1.3,40%,43.00%,,2019,summer,
Clay,Deer,6/17/2019,S. Wilhelm,16:25,Bee bowls up,"E. Lopez, H. Niland",34.2,3.7,30%,43.20%,,2019,summer,
Lewisville,Oakland,6/19/2019,K. Simpson,7:01,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Lewisville,Dam,6/19/2019,K. Simpson,9:49,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Lewisville,Airfield,6/21/2019,K. Simpson,7:03,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Lewisville,Airfield,6/21/2019,S. Wilhelm,7:16,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",26.9,0,55%,82%,,2019,summer,
Lewisville,Westlake,6/21/2019,S. Wilhelm,7:45,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",27.9,2.4,70%,84.10%,,2019,summer,
Lewisville,Westlake,6/21/2019,S. Wilhelm,8:23,Milkweed transects,"S. Wilhelm, H. Niland",,,,,,2019,summer,
Lewisville,Westlake,6/21/2019,S. Wilhelm,9:01,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",30.5,3.4,60%,69.30%,,2019,summer,
Lewisville,Airfield,6/21/2019,S. Wilhelm,10:05,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",30.7,2.3,25%,72.20%,,2019,summer,
Lewisville,Westlake,6/21/2019,K. Simpson,10:31,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Lewisville,Airfield,6/21/2019,S. Wilhelm,11:01,Milkweed transects,"S. Wilhelm, E. Lichtenberg",,,,,,2019,summer,
Lewisville,Westlake,6/21/2019,S. Wilhelm,13:01,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",34.7,3.1,5%,65.00%,,2019,summer,
Lewisville,Airfield,6/21/2019,S. Wilhelm,13:59,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",33.6,6.4,5%,59.70%,,2019,summer,
Lewisville,Airfield,6/21/2019,S. Wilhelm,14:31,Bee bowls up,"S. Wilhelm, E. Lopez",34.5,3.8,5%,58.70%,,2019,summer,
Lewisville,Westlake,6/21/2019,S. Wilhelm,15:03,Bee bowls up,"S. Wilhelm, H. Niland",34.7,3.6,5%,56.20%,,2019,summer,
Lewisville,Oakland,6/22/2019,S. Wilhelm,7:16,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",28.1,1.9,100%,79.60%,,2019,summer,
Lewisville,Dam,6/22/2019,S. Wilhelm,8:16,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",29,2.6,90%,78.50%,,2019,summer,
Lewisville,Dam,6/22/2019,S. Wilhelm,8:33,Milkweed transects,"E. Lichtenberg, E. Lopez",,,,,,2019,summer,
Lewisville,Dam,6/22/2019,S. Wilhelm,9:03,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",30.1,5.5,90%,76.60%,,2019,summer,
Lewisville,Oakland,6/22/2019,S. Wilhelm,10:17,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",31.6,2.1,65%,71.50%,,2019,summer,
Lewisville,Oakland,6/22/2019,S. Wilhelm,11:12,Milkweed transects,"E. Lichtenberg, S. Wilhelm",,,,,,2019,summer,
Lewisville,Dam,6/22/2019,S. Wilhelm,12:25,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",,,,,,2019,summer,
Lewisville,Dam,6/22/2019,S. Wilhelm,12:53,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",32.8,10.4,80%,69.10%,,2019,summer,
Lewisville,Oakland,6/22/2019,S. Wilhelm,14:14,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",33,1.6,100%,67.60%,,2019,summer,
Lewisville,Oakland,6/22/2019,S. Wilhelm,14:46,Bee bowls up,"S. Wilhelm, H. Niland",33.5,4.3,100%,55.70%,,2019,summer,
Lewisville,Dam,6/22/2019,S. Wilhelm,15:29,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",30.6,4.7,100%,59.20%,,2019,summer,
Hagerman,Bennett Hill,7/7/2019,S. Wilhelm,7:23,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",26.2,0,20%,81.30%,,2019,summer,
Hagerman,Bennett Hill,7/7/2019,E. Lopez,7:46,Milkweed transects,"E. Lopez, H. Niland",,,,,,2019,summer,
Hagerman,Bennett Hill,7/7/2019,S. Wilhelm,9:06,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",30.3,0,25%,79.40%,,2019,summer,
Hagerman,Bennett Hill,7/7/2019,E. Lichtenberg,10:07,Veg transects,"K. Simpson, E. Lichtenberg",,,,,,2019,summer,
Hagerman,Bennett Hill,7/7/2019,S. Wilhelm,13:02,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",35,5.2,70%,65.00%,,2019,summer,
Hagerman,Bennett Hill,7/7/2019,S. Wilhelm,14:35,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",34,2.7,40%,62.80%,,2019,summer,
Hagerman,Crow Hill,7/8/2019,S. Wilhelm,7:15,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",25.4,1.3,45%,87.30%,,2019,summer,
Hagerman,Upper,7/8/2019,S. Wilhelm,7:39,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",26.3,0,55%,79.40%,,2019,summer,
Hagerman,Crow Hill,7/8/2019,K. Simpson,7:41,Veg transects,"K. Simpson, S. Wilhelm",,,,,,2019,summer,
Hagerman,Upper,7/8/2019,E. Lopez,8:10,Milkweed transects,"E. Lopez, H. Niland",,,,,,2019,summer,
Hagerman,Upper,7/8/2019,S. Wilhelm,9:01,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",29.9,0.9,40%,78.50%,,2019,summer,
Hagerman,Crow Hill,7/8/2019,S. Wilhelm,10:04,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",32.4,1.6,40%,71.90%,,2019,summer,
Hagerman,Crow Hill,7/8/2019,E. Lopez,10:53,Milkweed transects,"E. Lopez, H. Niland",,,,,,2019,summer,
Hagerman,Upper,7/8/2019,"E. Lichtenberg, S. Wilhelm",11:57,Veg transects,"E. Lichtenberg, S. Wilhelm, K. Simpson",,,,,,2019,summer,
Hagerman,Upper,7/8/2019,S. Wilhelm,12:54,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",35.6,2.7,60%,59.10%,,2019,summer,
Hagerman,Crow Hill,7/8/2019,S. Wilhelm,13:52,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",35.3,1.1,75%,56.70%,,2019,summer,
Hagerman,Crow Hill,7/8/2019,S. Wilhelm,14:47,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",34.5,1.8,60%,63.20%,,2019,summer,
Hagerman,Upper,7/8/2019,S. Wilhelm,15:02,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",33.9,1.1,60%,62.40%,,2019,summer,
Hagerman,Meadow Pond,7/9/2019,S. Wilhelm,7:25,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",27.9,1.4,15%,85.70%,,2019,summer,
Hagerman,Meadow Pond,7/9/2019,K. Simpson,7:39,Veg transects,K. Simpson,,,,,,2019,summer,
Hagerman,Meadow Pond,7/9/2019,E. Lopez,8:21,Milkweed transects,"E. Lopez, S. Wilhelm",,,,,,2019,summer,
Hagerman,Meadow Pond,7/9/2019,S. Wilhelm,9:49,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",31.8,3.6,25%,66.00%,,2019,summer,
Hagerman,Meadow Pond,7/9/2019,S. Wilhelm,13:47,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",37,3.3,15%,58.50%,,2019,summer,
Hagerman,Meadow Pond,7/9/2019,S. Wilhelm,14:53,Bee bowls up,"E. Lopez, S. Wilhelm, H. Niland",38.3,2.2,15%,57.60%,,2019,summer,
CrossTimbers,East,6/24/2019,"W. Behr, K. Simpson",7:00,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
CrossTimbers,50 Acres,6/24/2019,S. Wilhelm,7:25,Bee bowls down,"E. Lopez, H. Niland, S. Wilhelm",21.5,4.8,30%,83.60%,,2019,summer,
CrossTimbers,Highway,6/24/2019,S. Wilhelm,7:57,Bee bowls down,"E. Lopez, H. Niland, S. Wilhelm",25,2.2,40%,70%,,2019,summer,
CrossTimbers,Highway,6/24/2019,S. Wilhelm,8:17,Milkweed transects,,,,,,,2019,summer,
CrossTimbers,Highway,6/24/2019,S. Wilhelm,9:04,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",26.5,0.2,50%,73.40%,,2019,summer,
CrossTimbers,Middle,6/24/2019,"K. Simpson, W. Behr",9:58,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
CrossTimbers,50 Acres,6/24/2019,S. Wilhelm,10:10,AM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",28.1,2.7,35%,74.20%,,2019,summer,
CrossTimbers,50 Acres,6/24/2019,S. Wilhelm,10:57,Milkweed transects,,,,,,,2019,summer,
CrossTimbers,Highway,6/24/2019,S. Wilhelm,13:01,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",31.9,3.6,20%,60.40%,,2019,summer,
CrossTimbers,50 Acres,6/24/2019,S. Wilhelm,14:14,PM Netting,"E. Lopez, S. Wilhelm, H. Niland, E. Lichtenberg",32.4,0,20%,66.70%,,2019,summer,
CrossTimbers,50 Acres,6/24/2019,S. Wilhelm,14:46,Bee Bowls up,"H. Niland, E. Lopez",34.6,0,10%,58.80%,,2019,summer,
CrossTimbers,Highway,6/24/2019,S. Wilhelm,15:13,Bee bowls up,"H. Niland, S. Wilhelm",31.7,1.4,10%,57.10%,,2019,summer,
CrossTimbers,Highway,6/25/2019,"W. Behr, K. Simpson",6:43,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
CrossTimbers,East,6/25/2019,S. Wilhelm,7:23,Bee bowls down,"H. Niland, S. Wilhelm, E. Lichtenberg",22.7,4.4,100%,88.30%,,2019,summer,
CrossTimbers,Middle,6/25/2019,S. Wilhelm,7:54,Bee bowls down,"H. Niland, S. Wilhelm, E. Lichtenberg",25,2.8,90%,95.40%,,2019,summer,
CrossTimbers,Middle,6/25/2019,S. Wilhelm,8:22,Milkweed transects,,,,,,,2019,summer,
CrossTimbers,Middle,6/25/2019,S. Wilhelm,8:59,AM Netting,"H. Niland, E. Lichtenberg, E. Lopez, S. Wilhelm",26.1,3.6,75%,78.40%,,2019,summer,
CrossTimbers,50 Acres,6/25/2019,"W. Behr, K. Simpson",9:12,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
CrossTimbers,East,6/25/2019,S. Wilhelm,9:55,AM Netting,"H. Niland, E. Lichtenberg, E. Lopez, S. Wilhelm",29.1,1.5,50%,76%,,2019,summer,
CrossTimbers,East,6/25/2019,S. Wilhelm,11:00,Milkweed transects,,,,,,,2019,summer,
CrossTimbers,Middle,6/25/2019,S. Wilhelm,13:00,PM Netting,"H. Niland, E. Lichtenberg, E. Lopez, S. Wilhelm",31.4,5.8,15%,60.30%,,2019,summer,
CrossTimbers,East,6/25/2019,S. Wilhelm,13:57,PM Netting,"H. Niland, E. Lichtenberg, E. Lopez, S. Wilhelm",33.6,1.6,5%,57.20%,,2019,summer,
CrossTimbers,East,6/25/2019,S. Wilhelm,14:30,Bee bowls up,"S. Wilhelm, H. Niland",34.2,5.2,5%,58.90%,,2019,summer,
CrossTimbers,Middle,6/25/2019,S. Wilhelm,15:10,Bee bowls up,"S. Wilhelm, E. Lopez",34.5,3.7,5%,61.90%,,2019,summer,
Davis,Cedarsnew,6/26/2019,S. Wilhelm,7:09,Bee bowls down,"E. Lopez, S. Wilhelm, H. Niland",22.2,2.4,10%,86.20%,,2019,summer,
Davis,Middlenew,6/26/2019,S. Wilhelm,7:32,Bee bowls down,"H. Niland, E. S. Wilhelm",23.1,1.9,5%,89.80%,,2019,summer,
